####Molesworth Cover scores for randomly located plots established  by NZ Forest Surveys Jan 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"###Plot sizes are: Subplot1- 0.25 m2 (0.5m x 0.5m), Subplot2- 1 m2 (1m x 1m), Subplot3- 4 m2 (2m x 2m), Subplot4- 25 m2 (5m x 5m), Subplot5- 100 m2 (10m x 10m), Subplot6- 400 m2 (20m x 20m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##Height tiers are: 1 (0-0.1 m high); 2 (0.1-0.3); 3 (0.3-1); 4 (1-2), 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###Some duplicted species entries removed manually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity
B,3,LITTER,2,,,,,,2,,,,,,3,,,,,,2,,,,,,2,,,,,,1,,,,,,,
B,3,LUZRUF,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,LYCAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
B,3,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
B,3,MOSS,0,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,MYCMUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
B,3,PHYALP,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,,,,2,2,2,,,,,
B,3,POACOL,3,,,,,,3,1,,,,,4,1,,,,,3,1,,,,,3,1,,,,,2,1,,,,,,
B,3,PODNIV,,,,,,,,,,,,,,,,,,,4,5,4,,,,5,5,3,,,,4,5,4,,,,,
B,3,ROCK,0,,,,,,2,,,,,,4,,,,,,3,,,,,,3,,,,,,3,,,,,,,
B,3,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,RYTSET,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,TRIREP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,UNCSP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,3,VEGETATION,6,,,,,,6,,,,,,5,,,,,,6,,,,,,5,,,,,,6,,,,,,,
B,3,WAHALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,4,BARE GROUND,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,CELGRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,CHIFSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,hare,M
B,4,CHIPAL,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,
B,4,EPISP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,FESNOV,3,,,,,,3,,,,,,2,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,
B,4,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,4,GRASP,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
B,4,HIECAE,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,HIEPIL,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,HYPRAD,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,LITTER,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,
B,4,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,4,OPHCOR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,POACOL,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
B,4,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,4,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,4,ROCK,2,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,,
B,4,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
B,4,RYTSET,3,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,,
B,4,VEGETATION,5,,,,,,4,,,,,,4,,,,,,5,,,,,,5,,,,,,5,,,,,,,
B,4,WAHALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
B,2A,LIGCAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,2A,PODNIV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,2A,ROCK,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,2A,VEGETATION,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,1,ACIAUR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,1,ACRCOL,,,,,,,,,,,,,,,,,,,2,1,,,,,2,1,,,,,2,2,,,,,,
C,1,AGRCAP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,BARE GROUND,4,,,,,,3,,,,,,2,,,,,,3,,,,,,4,,,,,,4,,,,,,,
C,1,CELGRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,CHIFSB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,hare,M
C,1,COLACI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,CRALAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,1,CRECAP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,DEYAVE,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
C,1,ELYAFR,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,EPISP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,EUCAUD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,1,FESNOV,,,,,,,,,,,,,,,,,,,2,1,,,,,2,2,,,,,2,2,,,,,,
C,1,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,1,HELPAR,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
C,1,HIECAE,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,HIEPIL,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,,
C,1,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,1,HYPRAD,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,LITTER,1,,,,,,3,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
C,1,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,MUEAXI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,OLECYM,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
C,1,PHYALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
C,1,POACOL,1,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,POASP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,PRACOL,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,1,PSELUT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,1,ROCK,3,,,,,,3,,,,,,3,,,,,,4,,,,,,4,,,,,,4,,,,,,,
C,1,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,RYTSET,2,1,,,,,3,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,3,2,,,,,,
C,1,VEGETATION,3,1,,,,,3,1,,,,,4,2,,,,,5,2,,,,,5,2,,,,,5,2,,,,,,
C,1,VITAUS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,1,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,ACAPRO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,ACIMON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
C,2,AGRCAP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,ANIARO,1,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,BLEPEN,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,BRALAG,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,CELLAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,CELSPE,3,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,CELVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,CHIAUS,3,,,,,,4,,,,,,4,,,,,,3,,,,,,2,,,,,,1,,,,,,,
C,2,CHIPAL,2,2,,,,,2,2,,,,,2,2,2,,,,3,3,3,,,,3,3,3,,,,4,5,3,,,,hare,M
C,2,COPPSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,hare,H
C,2,DRAPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,EPICHL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,EPISP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,FESNOV,,,,,,,2,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,,
C,2,GAUDEP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,GERMIC,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,GRAPOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,HEBLYC,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,HELPAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,HIECAE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,HIEMUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,HIEPIL,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,
C,2,HIEPRA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,LICHEN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,LITTER,3,,,,,,2,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,,
C,2,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,LYCAUS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,LYCFAS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,POACOL,1,,,,,,3,,,,,,3,,,,,,4,1,,,,,4,1,,,,,4,1,,,,,,
C,2,RANINS,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,RAOBRY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,ROCK,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,,
C,2,RYTSET,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,
C,2,SCHROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,2,SENWAI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,2,TARMAG,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,UNCSP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,VEGETATION,6,2,,,,,6,2,,,,,6,2,2,,,,6,3,3,,,,6,3,3,,,,6,4,3,,,,,
C,2,VIOCUN,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,2,WAHALB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,ACIAUR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
C,3,ACRCOL,,,,,,,,,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
C,3,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,BARE GROUND,3,,,,,,4,,,,,,3,,,,,,5,,,,,,4,,,,,,4,,,,,,,
C,3,CELGRA,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,3,CHIAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,CHIFSB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
C,3,CHIPAL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,1,,,,2,2,1,,,,,
C,3,COLACI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,CRAUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,DEYAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,DRAPRO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,EPISP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,HEBDEC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,
C,3,HEBPIN,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
C,3,HELPAR,,,,,,,,,,,,,3,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
C,3,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,HIEPIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,3,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,3,OLECYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,POACOL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,3,POASP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,3,PODNIV,,,,,,,,,,,,,1,,,,,,3,2,,,,,3,3,,,,,4,4,,,,,,
C,3,PSELUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,RAOBRY,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,3,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,ROCK,6,,,,,,5,,,,,,5,,,,,,4,,,,,,4,,,,,,5,,,,,,,
C,3,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,3,RYTSET,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
C,3,VEGETATION,2,,,,,,2,1,,,,,2,2,,,,,3,2,,,,,3,3,1,,,,4,4,1,,,,,
C,4,ACIMON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,ACRCOL,3,2,,,,,3,2,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
C,4,AGRCAP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,ANIARO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,ASPRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,BLEPEN,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,BRALAG,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,BRASIN,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,CELDUR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,CELGRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,CELSPE,,,,,,,,,,,,,3,,,,,,2,,,,,,1,,,,,,1,,,,,,,
C,4,CHIPAL,4,3,3,,,,3,3,2,,,,4,3,2,,,,4,3,2,,,,4,3,2,,,,4,3,2,,,,hare,L
C,4,COLACI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,CRAUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,1,1,1,,,,,
C,4,EPICHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,EPISP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,FESNOV,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
C,4,GAUDEP,2,,,,,,3,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,
C,4,GERMIC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,GRAPOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,HEBLYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,HEBPIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,HELPAR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
C,4,HIECAE,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,HIEPIL,1,,,,,,1,,,,,,2,,,,,,3,,,,,,2,,,,,,2,,,,,,,
C,4,HIEPRA,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,HYPRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,KOENOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
C,4,LEUFRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,LICHEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,LITTER,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
C,4,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,LYCAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,LYCFAS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,MOSS,0,,,,,,0,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,OLECYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,OZOVAU,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,PIMORE,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,POACOL,1,,,,,,2,1,,,,,3,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,
C,4,PRACOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,RANINS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,RAOBRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
C,4,RAOSUB,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,ROCK,0,,,,,,0,,,,,,2,,,,,,2,,,,,,2,,,,,,3,,,,,,,
C,4,RUMACE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
C,4,RYTSET,,,,,,,3,,,,,,2,,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
C,4,SCHROU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,SENWAI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
C,4,VEGETATION,6,3,2,,,,6,3,2,,,,6,3,2,,,,6,3,2,,,,6,3,2,,,,6,4,3,,,,,
C,4,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,ACACAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,AGRCAP,2,1,,,,,3,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,cattle,H
D,1,APHARV,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,BARE GROUND,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,,
D,1,CARDVS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,CERFON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,CIRVUL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
D,1,CRECAP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,
D,1,FESNOV,,,,,,,,,,,,,,,,,,,3,2,1,,,,2,2,1,,,,2,2,1,,,,,
D,1,FESRUB,3,1,,,,,4,1,,,,,5,2,,,,,4,1,,,,,4,1,,,,,4,1,,,,,cattle,H
D,1,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
D,1,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,HIEPIL,1,,,,,,3,,,,,,2,,,,,,3,,,,,,2,,,,,,5,,,,,,,
D,1,HOLLAN,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
D,1,HYPRAD,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
D,1,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
D,1,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
D,1,MOSS,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,,
D,1,OLEODO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
D,1,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,POAANN,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,cattle,H
D,1,POACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,POAPRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,cattle,H
D,1,RAOAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
D,1,ROCK,0,,,,,,2,,,,,,2,,,,,,3,,,,,,3,,,,,,3,,,,,,,
